cluster_name,total_mentions,distinct_calls,confidence,safety_nonsafety_bleed,has_deployment_blocker,evidence_source,member_labels,evidence_sample
detect equipment set on dock plates,2,1,LOW,True,False,customer,detect equipment set on dock plates,"Hayden Easton: And then, like, if they're setting a machine on the dock plates itself, I would like that covered."
obstruction detection standardization across sites,2,1,LOW,True,False,voxel,obstruction detection standardization across sites,"Alex Carver: So consistency from use case deployment, right? | Alex Carver: If we do an obstruction, obstructions are going to be across the board this long, right?"
safety analytics and interactive reporting across shops,2,1,LOW,True,False,customer,safety analytics and interactive reporting across shops,"Arden Rutherford: interactive reporting if we want our foreman to get those, or we just want to keep it in the HSC department and then ease into that at an earlier date | Arden Rutherford: We have a reporting process as well as an inspection process and an observation. We use a system called HammerT"
assign and track safety actions with role based access,2,1,LOW,True,False,mixed,assign and track safety actions with role based access,"Jamie Flynn: I can take the video and send it to Bill and say, hey, this is what you guys are doing right now. | Dakota Kendrick: It gets an email with this video gets sent to Bill. | Dakota Kendrick: So you can add whoever you want to, to have access to this and not everyone has to be able to see e"
enterprise scale rollout across dcs and storefronts,2,1,LOW,True,False,voxel,enterprise scale rollout across dcs and storefronts,Riley Winslow: we've seen customers that have moved beyond their initial pilot site or sites and have actually blown Voxel out across their entire organization. | Riley Winslow: One recent example was a customer that expanded from an initial pilot to a broader multi-site rollout. | Riley Winslow: An
continuous ai safety coverage vs human observation,2,1,LOW,True,False,mixed,continuous ai safety coverage vs human observation,"Tristan Locke: hey, I know if we hired 10 safety people, they all would be in the wrong place when an incident occurred, like they would all be at the other end of the mill checking on different things. | Tristan Locke: safety professionals can't be all in one place at the same time, around the cloc"
accountable coaching and training via actions tied to incident clips,2,1,LOW,True,False,mixed,accountable coaching and training via actions tied to incident clips,"Shawn Abbott: Do you have any like behavioral-based safety programs in place today that you used, you know, the Voxel clips for sort of servicing the examples for coaching opportunities? | Devon Sterling: But it could support it in that regard, you know, just doing like refresher and retraining type"
augment lean store teams with observations alerts,2,1,LOW,True,False,mixed,augment lean store teams with observations alerts,"Darcy Kendrick: stores run with less and less team members, so how can we bring in, how can we assist our team members that maybe we don't have to hire that part-time, extra full-time person? | Dakota Pierce: what we can't do is put something out there that's going to add a lot of workload | Riley W"
trailer pull away detection at docks,2,1,LOW,True,False,voxel,trailer pull away detection at docks,"Riley Winslow: You know, one thing that I was thinking about, too, and this is probably a little bit more safety than operations, but like, you know, trailer pull-aways as well. | Riley Winslow: You know, that's a more complex computer vision problem, certainly has a safety and an operational compon"
area controls restricted zones and product placement policies,2,1,LOW,True,False,voxel,area controls restricted zones and product placement policies,Alex Carver: I would say things like area controls. | Alex Carver: So like should product never be left somewhere? Should someone never be somewhere for any amount of time?
yard gate driver behavior logging for carrier compliance,2,1,LOW,True,False,customer,yard gate driver behavior logging for carrier compliance,"Ellis Emery: we do have drivers that tend to run through here and try to rush it, which has caused damage to it. | Ellis Emery: I mean, that might be an area where it wouldn't be bad to have that logged. | Ellis Emery: So we want to identify these trucking companies and notify them, hey, you know, y"
drone based remote inspection and auditing,2,1,LOW,True,False,customer,drone based remote inspection and auditing,"Brennan Walker: What about if we do have drones? If we do have drones, can you integrate the system to these drones? | Brennan Walker: it's a good idea that even from here, if we want to do like a tour or something and make sure that everything in place, I audit my team, I inspect if they're doing t"
equipment issue monitoring,2,1,LOW,True,False,mixed,equipment issue monitoring,"Jules Blaine: On the other side, Matt mentioned recurring equipment issues and that there is a meaningful operational use case there because some parts have to be replaced repeatedly. | Tristan Locke: They set up extra monitoring there, and it helps them see when parts may need attention before it b"
safety incident reporting and trend analysis,2,1,LOW,True,False,voxel,safety incident reporting and trend analysis,"Kendall Keller: And the time range defaults to the last full month, so in this case, November 1st to the 22nd. | Kendall Keller: Who's creating these actions? How many did they create? You know, how quickly do they complete them? The average completion time will be listed. | Kendall Keller: Incidenc"
safety analytics and training effectiveness tracking,1,1,LOW,False,False,voxel,safety analytics and training effectiveness tracking,"Skyler Whitman: So this is just a dashboard for you to get a really good pulse check of where all of your sites are, | Skyler Whitman: you can actually look here, and you can see some of these trends, so on a, you know, daily basis, weekly basis, you could actually look at. | Skyler Whitman: Also, i"
report subscriptions and exports pdf csv ppt for stakeholder sharing,1,1,LOW,False,False,voxel,report subscriptions and exports pdf csv ppt for stakeholder sharing,"Keegan York: we also have options like subscriptions. So being able to say, hey, I want a weekly download of this information sent to my inbox. | Keegan York: the ability to export not only. Like a PDF format of this, but also the raw data | Keegan York: we're looking at three formats. The first bei"
no ped zone training and compliance,1,1,LOW,False,False,voxel,no ped zone training and compliance,"Kendall Keller: For this example, that action was been, that action was completed and it's a train, retrain team on no PED zone requirements."
cold storage door monitoring for energy savings,1,1,LOW,False,False,voxel,cold storage door monitoring for energy savings,"Hollis Sawyer: tremendous use cases in cold storage, not only for safety, but energy consumption, open doors, condensation, ice falling on the floor, slip-trip fall hazard. | Hollis Sawyer: I saved hundreds of thousands of dollars in energy just by noticing that there was a door that was two feet op"
vehicle idling monitoring ports,1,1,LOW,False,False,voxel,vehicle idling monitoring ports,"Indigo Vaughn: No speeding, no idling, suspended load when they're moving those, you know, those large boxes."
operational efficiency insights from video analytics,1,1,LOW,False,False,voxel,operational efficiency insights from video analytics,Hollis Sawyer: Why are we moving around this entire bay when what he's going after is a moderate distance away? We've got some efficiency gains that we can collaborate on here...
injury reduction and value target,1,1,LOW,False,False,voxel,injury reduction and value target,"Alex Carver: North Hub had hundreds of injuries last year. | Alex Carver: Federal Safety Bureau came and sat at their site for several months. | Alex Carver: Their average injury was REDACTED. | Alex Carver: But if we say it's REDACTED per injury, if we slash North Hub by 30-45%, that pays for the w"
pit to pit proximity and congestion detection,1,1,LOW,False,False,voxel,pit to pit proximity and congestion detection,"Alex Carver: basically, guys, we have four pits trying to go through the same door. Doink, they actually hit each other. | Alex Carver: Creating a circular travel pattern. Guess what happened overnight? Their pit-to-pit triggers from Voxel fell off a cliff."
working at heights climbing racks detection,1,1,LOW,False,False,voxel,working at heights climbing racks detection,Riley Winslow: Another one that we did that you would be able to take advantage of out of the gate would be working at heights. | Riley Winslow: So people climbing up and into those racks
machine shutdown use case safety,2,1,LOW,True,False,voxel,machine shutdown use case operations | machine shutdown use case safety,"Jules Blaine: A machine shutdown workflow is one example of an area we may explore. | Jules Blaine: But at the end of the day, the operation really has to buy into the solution to make it work. | Jules Blaine: And so we've really found some key use cases for the operation that has really got their i"
gamify adoption and safety behaviors,2,1,LOW,True,False,mixed,gamify adoption and safety behaviors | gamify safety performance to drive adoption and outcomes,"Hollis Sawyer: From a gamification, I know that's one of the things that we've often done is, you know, you may have some incentives. | Hollis Sawyer: Hey, you know, for each shift that may not be applicable, but doesn't have any stop signs that are blown. | Sage Abbott: Yeah, I'm sure that there's "
security monitoring use cases yard internal,1,1,LOW,False,False,voxel,security monitoring use cases yard internal,"Hollis Sawyer: Their special project, enhancing and building out some use cases that are slanted more to the security side of the house, safety, and so I would love to get kind of your take on what would be important from a security perspective, whether it's yard, internal, whatever, but I got to ge"
use heatmaps and claims data to target and validate impact,2,1,LOW,True,False,mixed,use heatmaps and claims data to target and validate impact | use heatmaps and claims data to target injury reductions,"Hollis Sawyer: I know I can go into the dashboard today and see a heat map on overreaches in a certain area and say there's a hot spot. | Hollis Sawyer: And so if we're seeing. | Hollis Sawyer: Getting some injuries or claims around shoulder injuries or strains or repetitive motion, I think we can c"
boards for targeted safety monitoring and trend detection,2,1,LOW,True,False,mixed,boards for targeted monitoring and trend detection | boards for targeted safety monitoring and trend detection,"Alex Carver: So basically boards is like a sub-site within a site. | Alex Carver: So you can base a board based off of camera and or use case and or user and or time frame. | Alex Carver: Second shift, these a few cameras put together based off these use cases, and only my second shift supervisors c"
assign and track follow ups with actions,1,1,LOW,False,False,voxel,assign and track follow ups with actions,Shawn Abbott: I wanted to walk you guys through this new Actions workflow that we released. | Shawn Abbott: let's just put sort of revisit process for loading totes. | Shawn Abbott: I could add you as a subscriber. | Shawn Abbott: I could put a due date here. | Shawn Abbott: and then you can mark it
pit use compliance for material movement,1,1,LOW,False,False,voxel,pit use compliance for material movement,"Parker Donovan: Please use your pit when you're moving things, right?"
gamify safety compliance to reduce no stops,1,1,LOW,False,False,voxel,gamify safety compliance to reduce no stops,"Alex Carver: Also, too, I've seen a lot of our customers gamify it, right? | Alex Carver: Whoever is the first one to get zero in a week gets a pizza party. | Alex Carver: With Voxel, you can very easily track, right, the first shift to get zero in a week, right? | Quinn Madden: the first thing we s"
working at heights without harness detection,1,1,LOW,False,False,voxel,working at heights without harness detection,Alex Carver: Are folks working at heights without a safety harness?
no pedestrian zones and area controls rollers spills,1,1,LOW,False,False,voxel,no pedestrian zones and area controls rollers spills,"Hollis Sawyer: We've got area controls. We'll touch on these a little bit. Maybe some liquid spills, open door durations, no pedestrian zones, | Hollis Sawyer: I can draw a zone that says nobody should ever get up on a roll... we've got the individual coming up here, jumping up on top of those rolle"
shift based dashboards and gamification,2,1,LOW,True,False,mixed,shift based dashboards and gamification | shift segmented safety dashboards and gamification,"Briar Langley: Do you guys have any more progress on kind of breaking up a dashboard by shift? | Shawn Abbott: So would you want something initially, just three boards with all of the events, all of the cameras for each shift? | Shawn Abbott: we can include shifts, and this is a way to segment the d"
operational efficiency identification,1,1,LOW,False,False,voxel,operational efficiency identification,"Skyler Whitman: Like, we are helping a lot of customers uncover operational efficiencies. | Skyler Whitman: You know, being able to kind of look at some of these clips and say, wow, there's a better way for us to be doing this. | Skyler Whitman: You know, we actually could save time and we could all"
back of store obstruction fire exit clearance and no idling no parking monitoring,1,1,LOW,False,False,voxel,back of store obstruction fire exit clearance and no idling no parking monitoring,"Indigo Vaughn: This is like outside. So this is actually at a port. But just like you talked about, cameras facing at parking lots, we can do this at the back of the stores as well. People do like no pad or no idling. So to make sure like no cars are standing there, no trucks are standing there for "
optimize pallet stack heights and segregate pallet types to reduce overreach risk,2,1,LOW,True,False,mixed,optimize pallet stack heights and segregate pallet types to improve productivity | optimize pallet stack heights and segregate pallet types to reduce overreach risk,"Micah Gentry: Can't we move our pallet stacks from 18 tall down to 8 tall, you know, whatever that number is. | Hollis Sawyer: So are there the easy wins like, hey, let's segregate CHEP pallets from pine pallets or white pallets? | Hollis Sawyer: So here we've got, that's almost seven feet high. | M"
define and enforce site specific safety rules no pedestrian parking zones with alerts,1,1,LOW,False,False,voxel,define and enforce site specific safety rules no pedestrian parking zones with alerts,"Sawyer Turner: Live scoping is actually drawing the rules on the camera itself. | Sawyer Turner: So saying, hey, this area is going to be a no pedestrian zone, area is going to be a no parking zone. | Sawyer Turner: So, for example, we would sit down with your safety team and say, hey, we don't want"
sensitive inventory monitoring pilot,1,1,LOW,False,False,voxel,sensitive inventory monitoring pilot,"Lane Oakley: We're going to do a pilot. | Lane Oakley: The timing is still being worked through. | Lane Oakley: of what that will entail, but they had a very specific maintenance need, and we are exploring ways to support it. | Lane Oakley: So we put together an early concept to review last week, an"
in dashboard risk heat mapping and traffic management planning,1,1,LOW,False,False,voxel,in dashboard risk heat mapping and traffic management planning,"Riley Winslow: Launched in-dashboard heat mapping. | Riley Winslow: you can go to a camera view and you can view like a radar for risk for that camera view. | Riley Winslow: Like, you know, you can do that for pretty much any of the use cases. | Riley Winslow: It also works really well to support li"
trial validation of detection and workflow integration,1,1,LOW,False,False,voxel,trial validation of detection and workflow integration,"Noel Monroe: It does, Voxel actually pick up the things that we say we're going to, so detection capabilities. | Noel Monroe: the trends and just getting the data in there, the interoperability with the platform, right? Making sure you like the way it works and that it fits with your workflow. | Noe"
identify unsafe dock behaviors walking backwards stepping over forks and drive toolbox talks start of shift coaching,1,1,LOW,False,False,voxel,identify unsafe dock behaviors walking backwards stepping over forks and drive toolbox talks start of shift coaching,"Parker Donovan: So Canton, just so you know, everybody does this until it's observed, and there's a toolbox talk or a start of shift, so I don't want you to feel like you're being picked on, but let's go through the motion, and I saw it last night. | Parker Donovan: Individual right here in the blue"
reduce injury and liability costs via targeted interventions,2,1,LOW,True,False,voxel,reduce injury and liability costs via targeted interventions | reduce injury and liability costs via targeted safety interventions,Indigo Vaughn: One of the lower-hanging opportunities is reducing injury and liability costs. | Indigo Vaughn: we look at their historical incident data to understand the main drivers. | Indigo Vaughn: we create a summary presentation showing the main opportunity areas and the kinds of improvements 
no idling no standing enforcement in parking and no traffic areas,1,1,LOW,False,False,voxel,no idling no standing enforcement in parking and no traffic areas,"Indigo Vaughn: Again, reiterating that we're not a security platform first, but people have used that to do, like, no idling or where people, like, it says, like, people can't just stand there and wait. | Indigo Vaughn: Like, so they do that for, like, parking lots or no traffic areas."
security monitoring license plate recognition and restricted hours alerts,1,1,LOW,False,False,voxel,security monitoring license plate recognition and restricted hours alerts,"Skyler Whitman: You know, let's say that, you know, you have an employee, they're no longer, you with the company, we can also do recognition on license plates, so that, you know, immediately you're getting a ping, hey, you know, this license plate is coming back into the facility, or in the proximi"
food safety and controlled environment compliance monitoring,1,1,LOW,False,False,voxel,food safety and controlled environment compliance monitoring,"Indigo Vaughn: They want to track food safety items like beard nets, hair nets, PPE, and door-open durations in sensitive areas."
per user language localization to spanish,1,1,LOW,False,False,voxel,per user language localization to spanish,"Shawn Abbott: Tamara, if you can hear us, on the last meeting, we mentioned the translation to Spanish. | Shawn Abbott: That is now officially live. | Shawn Abbott: For the rest of the team here, if anyone else wants Voxel to be displayed in any other language, Spanish included, you know, we recentl"
per camera heatmap drill down by incident type for analysis,2,1,LOW,True,False,customer,per camera heatmap drill down by incident type for analysis | per camera heatmap drill down by incident type for safety prioritization,"Operations Conference Room 1: It gives me date, but it doesn't give me what it is, right? | Operations Conference Room 1: when I click on Riddick Press Camera, I wanted to see, maybe I'm asking for too much, but I want to see how many are improper bend, how many are overreaching, and how many are, |"
cross site safety incident trend monitoring and leaderboards,1,1,LOW,False,False,voxel,cross site safety incident trend monitoring and leaderboards,"Keegan York: you'll see your pit-to-pit proximity events, you'll see total events in that trend, a bit more of like a visual on how you're trending on that. | Keegan York: who has the largest positive trend, so who is seeing the most decrease, who has the largest negative trend, so who has the most "
cold storage door condensation ice monitoring safety and energy,1,1,LOW,False,False,voxel,cold storage door condensation ice monitoring safety and energy,"Hollis Sawyer: tremendous use cases in cold storage, not only for safety, but energy consumption, open doors, condensation, ice falling on the floor, slip-trip fall hazard. | Hollis Sawyer: I saved hundreds of thousands of dollars in energy just by noticing that there was a door that was two feet op"
enterprise program governance and reporting,1,1,LOW,False,False,voxel,enterprise program governance and reporting,"Shawn Abbott: I think the next about a month, just the clear priority is going to be, you know, program management establishment, and then technical validation and technical go-live, essentially. | Shawn Abbott: But I think what's going to be imperative doing something at this size and scale is putt"
housekeeping and egress obstruction monitoring,1,1,LOW,False,False,voxel,housekeeping and egress obstruction monitoring,"Riley Winslow: Like maybe you have goods that are placed in the wrong area, like you don't want to choke off a pedestrian pathway or a powered industrial truck pathway, or maybe somebody leaves a pallet in the middle of one of your drive aisles, and that's all time adjustable, you know. | Riley Wins"
actions coaching to impact safety event counts,1,1,LOW,False,False,voxel,actions coaching to impact safety event counts,Kendall Keller: So what I'd like to do is get folks on a call because we have an entirely new coaching platform embedded within Voxel called Actions. | Kendall Keller: It also puts markers in your data when you complete coaching actions to show what the after effect is on your overall event count.
working at heights detection monitoring in supply chain,1,1,LOW,False,False,voxel,working at heights detection monitoring in supply chain,"Riley Winslow: So now we've launched Working at Heights. | Riley Winslow: So I could do a whole piece around Working at Heights. | Riley Winslow: We've had some success within the supply chain there. | Riley Winslow: Not necessarily retail supply chain, but supply chain around Working at Heights."
api feed updates integration,1,1,LOW,False,False,voxel,api feed updates integration,"Kendall Keller: In addition to that, we're updating some other API feeds."
retail front of store monitoring,1,1,LOW,False,False,voxel,retail front of store monitoring,Gray Ashford: We're exploring front-of-store retail use cases to help with liability issues. | Gray Ashford: Think broadly about what can go wrong in customer areas and the compliance issues that come with it.
aisle obstruction and pallet buildup monitoring to improve pallet flow,2,1,LOW,True,False,customer,aisle obstruction and pallet buildup monitoring and remediation | aisle obstruction and pallet buildup monitoring to improve pallet flow,"Casey Quincy: that also shows a buildup of palettes there, and that's something that I would like to, you know, you could get rid of a couple of things with that. | Casey Quincy: know 27 is actually pretty packed. | Casey Quincy: I'm trying to get some of the pallet traffic back into the room that i"
pit speed monitoring forklifts and yard trucks,1,1,LOW,False,False,voxel,pit speed monitoring forklifts and yard trucks,"Alex Carver: So we do things like, is the forklift going too fast? Is the truck outside going too fast?"
protect laser guided vehicles agvs from damage,2,1,LOW,True,False,customer,protect laser guided vehicles agvs from damage | protect laser guided vehicles agvs from forklift interactions,"Unknown: the new laser-guided vehicles that were obviously expensive, but forklift drivers and operators potentially crashing into those or causing havoc with those or risk around those."
reduce shrink by detecting product damage from pit impacts,1,1,LOW,False,False,voxel,reduce shrink by detecting product damage from pit impacts,"Indigo Vaughn: Or they nick like a product, and that can also impact shrink. So that could be something that we can track as well."
build workplace safety culture with ai,1,1,LOW,False,False,voxel,build workplace safety culture with ai,"Riley Winslow: So, you know, last year we did a piece on, you know, building a workplace safety culture through AI."
shrink loss prevention from mishandling impacts,1,1,LOW,False,False,voxel,shrink loss prevention from mishandling impacts,"Indigo Vaughn: That could have been shrink right there. So that product could have fell off and that could have been, you know, a loss for that. | Indigo Vaughn: From a efficiency standpoint, we can help be more efficient, reduce shrink."
retail front of store liability reduction,1,1,LOW,False,False,voxel,retail front of store liability reduction,Gray Ashford: We're exploring front-of-store retail use cases to help with liability issues. | Gray Ashford: Think broadly about what can go wrong in customer areas and the compliance issues that come with it.
getting sites onto the same schedule,1,1,LOW,False,False,voxel,getting sites onto the same schedule,Shawn Abbott: We talked about getting multiple sites onto the same schedule going forward. | Shawn Abbott: We also talked about paperwork that would make things simpler to manage over time. | Shawn Abbott: It would also help to standardize how this is handled across sites so there are fewer surprise
weekly snapshots and data delivery,1,1,LOW,False,False,voxel,weekly snapshots and data delivery,"Kendall Keller: We're updating, you know, in terms of snapshots, like weekly snapshots and in-depth data that you can get delivered right to you."
obstruction and blocked fire exit detection,1,1,LOW,False,False,voxel,obstruction and blocked fire exit detection,"Dakota Kendrick: obstructions, obstruction would be like blocked fire exits, things of that nature, anywhere where there shouldn't be an object"
no stop at intersections end of aisles,1,1,LOW,False,False,voxel,no stop at intersections end of aisles,"Alex Carver: Are they stopping and starting at stop signs, right? | Alex Carver: So you'll see here, this got pulled in for a no-stop at intersection, right? | Alex Carver: Let's say we wanted a no-stop at this door, right?"
voxel assigned actions to drive engagement and accountability,1,1,LOW,False,False,voxel,voxel assigned actions to drive engagement and accountability,"Parker Donovan: I can see something that's low-hanging fruit, and I can assign the action, and I can make you the CC, the contributor. | Parker Donovan: As long as I know, person and shift, I can coordinate with my team to go, just give me one a day, or whatever you give me as a list. | Parker Donov"
use assigned clips and resolutions for coaching to reduce event frequencies,1,1,LOW,False,False,voxel,use assigned clips and resolutions for coaching to reduce event frequencies,"Gray Ashford: But where we see, like, the assigning of clips and resolutions, like, where we see a lot of those actions taking place is – | Gray Ashford: Typically, there's a direct correlation between that and a success metric. | Gray Ashford: We're seeing drop in frequencies, et cetera, because pe"
reduce time spent on manual observations,1,1,LOW,False,False,voxel,reduce time spent on manual observations,"Drew Emery: within 10, 15 seconds of clicking on this, this use case in the platform, you're going to be able to target that area of concern very quickly. I'm going to save you time from, you know, standing out there all day and watching two, three people."
obstructions blocked walking paths and unauthorized parking,1,1,LOW,False,False,voxel,obstructions blocked walking paths and unauthorized parking,"Parker Donovan: we'd want to know if it's a blocked walking path forcing users into the pedestrian lane. | Parker Donovan: do you have pits that park there that cause, you know, pit parked in a dry vial, those type of things? | Parker Donovan: There's an OSA violation right there in the middle of th"
area controls monitoring liquid spills and no pedestrian zones,1,1,LOW,False,False,voxel,area controls monitoring liquid spills and no pedestrian zones,"Hollis Sawyer: area controls, such as liquid spills, such as no pedestrian zones,"
operational productivity and safety program efficiency gains,1,1,LOW,False,False,voxel,operational productivity and safety program efficiency gains,"Riley Winslow: From an operational standpoint, you know, over time we can certainly prove out productivity gains. | Riley Winslow: Generally those are, you know, more related to workers being at work and not actually being out, you know, due to suffering a lost time injury. | Riley Winslow: But also"
simple integration with an existing camera platform and it onboarding,1,1,LOW,False,False,voxel,simple integration with an existing camera platform and it onboarding,"Alex Carver: When we hear that camera platform, we are generally optimistic because it tends to be straightforward for us to integrate with. | Alex Carver: With that camera platform, the local setup is usually pretty simple. | Alex Carver: Within that camera platform, there is a simple configuration"
site report and heatmap analytics to find hotspots by camera time and track outcomes,1,1,LOW,False,False,voxel,site report and heatmap analytics to find hotspots by camera time and track outcomes,"Kendall Keller: So this automatically takes a 30-day view for the previous month. | Kendall Keller: You can see completed actions by type. | Kendall Keller: A 20-25% spike. | Kendall Keller: a lot of the events are happening within the first a few cameras. So Aisle Cluster B, Aisle Cluster C | Kenda"
safe tool use for packaging no tearing tape with teeth,1,1,LOW,False,False,voxel,safe tool use for packaging no tearing tape with teeth,"Parker Donovan: Don't use your teeth to tear the tape. | Parker Donovan: That's how you cut your mouth. | Parker Donovan: But right, guys, that simple communication to say, use your hand wrap tool to cut it off."
heat mapping of safety incidents and violations,1,1,LOW,False,False,voxel,heat mapping of safety incidents and violations,"Indigo Vaughn: So like we talked about heat zones, right? | Indigo Vaughn: We can show where the most injuries are happening, when and where. | Indigo Vaughn: Hey, automated reports are talking about heat mapping."
action management and coaching workflow,1,1,LOW,False,False,voxel,action management and coaching workflow,"Kendall Keller: If you click on Create Action, this opens an entire feedback loop that can be tracked from start to finish. | Kendall Keller: Yep, that does go to email. | Kendall Keller: But specifically here, if you create an action, they'll be listed here under Assigned Actions. | Kendall Keller:"
retail floor hazard detection to reduce liability exposure,2,1,LOW,True,False,voxel,retail floor hazard detection | retail floor hazard detection to reduce liability exposure,"Indigo Vaughn: We point to examples like this and say you probably want to watch this area more closely because it is higher risk. | Indigo Vaughn: They had something on the floor that led to a costly customer incident. | Indigo Vaughn: With our camera, we are going to see those floor hazards and no"
working at heights on trailers flatbed unloading,1,1,LOW,False,False,voxel,working at heights on trailers flatbed unloading,"Parker Donovan: the guy on the trailer bed right there, I mean, it's an easy, you know, we could put working at heights."
platform adoption and usage analytics reporting,1,1,LOW,False,False,voxel,platform adoption and usage analytics reporting,"Gray Ashford: for the month of January, entire month of January, we only had dozens of logins to the platform from the Signal Grid Works side. | Gray Ashford: Like JM didn't log into the platform once in January. | Gray Ashford: those are metrics that we have easy access to that I can provide to you"
safety risk hotspot and time of day analytics,1,1,LOW,False,False,voxel,safety risk hotspot and time of day analytics,"Logan Harlow: It's less about the one-off instance and really more about being able to uncover those systemic patterns of risk. | Logan Harlow: And so once you're into the platform, being able to dig into that, this is the location, the roll-up doors that has the highest area or location of frequenc"
operational analytics monitor open door durations,1,1,LOW,False,False,voxel,operational analytics monitor open door durations,"Hollis Sawyer: and then some operational, open door durations, et cetera."
hot desk booking and seat allocation,1,1,LOW,False,False,voxel,hot desk booking and seat allocation,"Bailey Langley: So we just kind of want to have that as an option as doing a hotel desk for all our new employees that are starting here at the company. | Bailey Langley: Oh, it's that, so yes, we don't have a lot of people coming in and out, but there are days where, you know, it's like, oh, everyb"
suspended loads and dock door safety monitoring,1,1,LOW,False,False,voxel,suspended loads and dock door safety monitoring,"Skyler Whitman: Suspended loads, that's another one, so it could be interesting, like, you know, at your dock doors, when these products are actually getting loaded onto the trucks, that could be another one, you know, to monitor."
hazardous machinery safeguarding detection,1,1,LOW,False,False,voxel,hazardous machinery safeguarding detection,"Indigo Vaughn: does it recognize unsafe behaviors such as running and climbing machineries? | Indigo Vaughn: We are working on an update related to hazardous machinery. | Indigo Vaughn: So people reaching around like safeguards and stuff, that you'll get alerted."
export safety data to external ehs bi systems,2,1,LOW,True,False,mixed,export operational data to external bi ehs systems | export safety data to external ehs bi systems,"Jordan Merritt: Not at this point. | Riley Winslow: It's still very exploratory. | Riley Winslow: The way that we're doing that right now is through CSV pushes of data out to their platforms, and then they are either using an external reporting layer or importing it into some other system."
team engagement leaderboards and gamification,1,1,LOW,False,False,voxel,team engagement leaderboards and gamification,"Keegan York: showing actions completed by site and actions completed by teammate, the leader of that for that timeframe, as well as kind of the legger in that. | Keegan York: a little healthy competition is good, you know, so like seeing that leaderboard concept... it's a great way to leverage kind "
pit pedestrian proximity and forklift fork hazards,1,1,LOW,False,False,voxel,pit pedestrian proximity and forklift fork hazards,"Alex Carver: person to pit, walking over forks while wrapping | Alex Carver: slip trip, | Alex Carver: you see this person walking over the forks right here."
ergonomics monitoring at receiving doors overreaching improper bends load stand use,1,1,LOW,False,False,voxel,ergonomics monitoring at receiving doors overreaching improper bends load stand use,"Quinn Madden: just highlighting that at the Bay 014, the receiving doc, Taylor, you already hit on this, right, where you're getting most of your activity, 70-80% of your ergo risks are in that one area. | Quinn Madden: Then we've got an improper bend in the trailer. | Quinn Madden: Out of 100 video"
data driven hotspot analysis for safety risk,1,1,LOW,False,False,voxel,data driven hotspot analysis for safety risk,"Alex Carver: we take a data-driven approach here first and foremost... how often, when, and where these things are taking place. | Alex Carver: over the last about a month, hundreds of no-stops approaching 50-60% are happening at Dr. 12. | Alex Carver: now we're mapping over the last about a month, "
obstruction detection for federal safety bureau compliance and fines avoidance,1,1,LOW,False,False,voxel,obstruction detection for federal safety bureau compliance and fines avoidance,"Alex Carver: We don't want an emergency exit blocked, and or the fire extinguisher. If Federal Safety Bureau was walking through this facility, that's a fine, right?"
safety trend review and recommendations,1,1,LOW,False,False,voxel,safety trend review and recommendations,"Kendall Keller: So that's when we really get together. Review the trends, understand what opportunities exist at the site, and then make recommendations for changes. | Kendall Keller: I'm going to add you to our sinks that we have on a biweekly cadence."
slip trip fall and fall from height risk at docks trailers,1,1,LOW,False,False,voxel,slip trip fall and fall from height risk at docks trailers,"Quinn Madden: in an issue because we have a four-foot unguarded fall risk. | Quinn Madden: So, again, what do you do when you do have the avalanche, right? First, you have to clear a pathway before you start pulling out more product. | Quinn Madden: now there's a slip, trip, and fall risk because Mo"
operational anomaly detection,1,1,LOW,False,False,voxel,operational anomaly detection,"Riley Winslow: because it's more of an operationally focused use case and something that's less safety focused, we think that we. | Riley Winslow: We can expand this more broadly across sites rather than doing it only in a few places at a time. | Riley Winslow: And that example for them was doing so"
egress and safety equipment obstruction detection,1,1,LOW,False,False,voxel,egress and safety equipment obstruction detection,"Hollis Sawyer: And then area controls, whether that's no pedestrian zones, obstructions of exits and doorways... | Hollis Sawyer: Federal Safety Bureau is not going to let you put a garbage can in front of a fire extinguisher. | Hollis Sawyer: there is a comment over here on the side of walking over"
obstruction blocking pathway detection,1,1,LOW,False,False,voxel,obstruction blocking pathway detection,"Riley Winslow: Some of the longer videos that we see are routinely around obstructions because you not only want to track and identify that something is blocking a pathway, but maybe how long it's been."
no ped zones for hazardous areas e g rollers,1,1,LOW,False,False,voxel,no ped zones for hazardous areas e g rollers,"Alex Carver: We would accomplish that with a no-ped zone. So no-ped zone basically means should someone never be somewhere? | Alex Carver: For this customer, like I said, maybe back of house for you guys out in the yard. But you see here, they didn't want anyone walking on the rollers."
improve data accuracy via precise region configuration,1,1,LOW,False,False,voxel,improve data accuracy via precise region configuration,"Riley Winslow: I think it's also, and I think I mentioned this within Slack, too, because we're going to have deeper camera coverage than we're used to at some of these sites. | Riley Winslow: There's a really awesome opportunity for us to be really specific in how we draw regions just to make sure "
tune no pedestrian zone detection to reduce alert noise,1,1,LOW,False,False,voxel,tune no pedestrian zone detection to reduce alert noise,"Parker Donovan: But if I hit the three dots and then I go to the active regions, I'm specifically looking at no-ped and this is where you're getting dinged is right here when you prep that pallet and when you prep the pallet down here. | Parker Donovan: Would you like to keep it? Or do you want us t"
